Datetime,beaconid,realx,realy,edge_1,edge_2,edge_3,edge_8,edge_9,edge_10,edge_11,edge_12,edge_13
2018-09-18T20:04:31.000000Z,1,3.1275,10.6775,-88.0,-93.0,-75.0,-76.5,-78.0,-79.0,-69.66666666666667,-74.0,-82.5
2018-09-18T20:04:31.500000Z,1,3.48325,10.661249999999999,-88.0,-83.0,-80.5,-61.0,-79.0,-79.0,-84.5,-61.0,-79.0
2018-09-18T20:04:32.000000Z,1,4.1129999999999995,10.6504,-88.0,-81.0,-82.0,-64.0,-86.5,-80.0,-74.0,-74.0,-79.0
2018-09-18T20:04:32.500000Z,1,4.387,10.6558,-76.5,-81.0,-83.5,-69.5,-86.5,-80.0,-75.0,-70.5,-78.0
2018-09-18T20:04:33.000000Z,1,4.661,10.661200000000001,-76.5,-81.0,-95.0,-76.5,-96.0,-76.75,-75.0,-63.5,-69.0
2018-09-18T20:04:33.500000Z,1,4.935,10.6666,-88.0,-84.0,-95.0,-73.33333333333333,-76.0,-90.0,-82.0,-69.0,-81.0
2018-09-18T20:04:34.000000Z,1,5.4746,10.742600000000001,-88.0,-82.0,-95.0,-73.33333333333333,-80.0,-77.66666666666667,-80.0,-81.0,-75.0
2018-09-18T20:04:34.500000Z,1,5.7402,10.8132,-88.0,-79.0,-79.0,-66.0,-84.0,-76.0,-76.0,-67.0,-80.0
2018-09-18T20:04:35.000000Z,1,6.0058,10.8838,-88.5,-79.0,-90.5,-72.5,-87.0,-68.0,-77.75,-70.0,-78.66666666666667
2018-09-18T20:04:35.500000Z,1,6.2714,10.9544,-88.5,-76.5,-86.0,-62.0,-93.0,-83.0,-69.0,-66.0,-79.5
2018-09-18T20:04:36.000000Z,1,6.541166666666666,10.8,-85.66666666666667,-89.0,-86.0,-66.8,-93.0,-71.0,-70.33333333333333,-68.5,-79.5
2018-09-18T20:04:36.500000Z,1,6.545333333333334,10.575000000000001,-90.5,-79.0,-77.5,-62.5,-87.0,-76.5,-68.33333333333333,-68.5,-77.5
2018-09-18T20:04:37.000000Z,1,6.5495,10.350000000000001,-88.0,-78.0,-77.5,-75.5,-83.0,-76.0,-84.33333333333333,-73.0,-74.0
2018-09-18T20:04:37.500000Z,1,6.5536666666666665,10.125,-81.0,-78.0,-82.33333333333333,-70.0,-79.5,-67.0,-83.0,-66.66666666666667,-80.0
2018-09-18T20:04:38.000000Z,1,6.557833333333334,9.9,-77.5,-77.0,-82.33333333333333,-68.0,-79.5,-76.33333333333333,-83.0,-57.0,-80.0
2018-09-18T20:04:38.500000Z,1,6.9226,9.6906,-86.5,-78.5,-81.33333333333333,-69.5,-84.0,-76.0,-83.0,-55.0,-67.66666666666667
